296878,Juan ,ESPERANZA,Gonzalez,Silva ,3721.4,1
134818,ALEJANDRO,EVANGELINA,Chips ,Andoni ,8122.44,1
986417,ALDO,EMILIO,Dales,Rubiales ,8894.07,0
287268,EUFRASIA,EZEQUIEL,Ricoa,Fernández,9472.03,0
674160,ALEJANDRO,ÁGATA,Protecta,Larrañaga ,912.86,0
184985,ADELINA,EUFEMIO,Fernández,Alvarez ,2515.77,1
652975,ABRIL,ÁGUEDA,Retruc,Rodriguez,7827.66,1
159644,ADALBERTO,ADRIÁN,Olivares ,Marana ,9906.59,1
964185,ADRIÁN,EUGENIA,Ricoh,Machado ,1010.15,1
954277,ADRIANO,EVARISTO,Vilman ,Barrios ,3480.54,1
119294,AGUSTÍN,ADRIÁN,Tonic,Kopke ,4509.45,0
92799,ELISA,EFRÉN,Modric,Avogadro ,9129.39,0
563656,ELOY,EVANGELINA,Gamero ,Licandro ,5699.21,1
617191,ELÍAS,ALDO,Torres,De Vargas ,602.13,1
464940,EUFRASIO,EDMUNDO,Marana ,Casatroja ,9693.96,0
579170,EUFRASIO,Bernardo ,Rocetti ,Rodriguez,161.33,1
843646,ELOISA,Maria ,Nocetti ,Machado ,7261.53,1
986379,ADELINA,Maria ,Gonzaléz ,Ruibal ,6102.31,0
775099,ALEJANDRA,Maria ,Folle ,Protecta,4126.64,0
415026,ABRIL,ADA,Bernal ,Natal ,9270.94,1
926114,ABEL,ESTEBAN,Marana ,Perez,2759.66,1
704500,EVARISTO,ERNESTO,Ronal,Andoni ,1699.99,0
65698,ALDO,ABELARDO,Cristian,Melines,3374.04,0
173584,EMILIO,Alvaro ,Ribon ,Tirado ,4475.89,1
663124,ERICO,Gonzalo ,Chiesa ,Ruibal ,393.83,1
